nSeq,A1,Activity
3,524.0,elevacion_reggaeton
4,524.0,elevacion_reggaeton
5,516.0,elevacion_reggaeton
6,504.0,elevacion_reggaeton
7,505.0,elevacion_reggaeton
8,513.0,elevacion_reggaeton
9,527.0,elevacion_reggaeton
10,532.0,elevacion_reggaeton
11,534.0,elevacion_reggaeton
12,532.0,elevacion_reggaeton
13,534.0,elevacion_reggaeton
14,535.0,elevacion_reggaeton
15,538.0,elevacion_reggaeton
0,521.0,elevacion_reggaeton
1,491.0,elevacion_reggaeton
2,491.0,elevacion_reggaeton
3,509.0,elevacion_reggaeton
4,502.0,elevacion_reggaeton
5,475.0,elevacion_reggaeton
6,481.0,elevacion_reggaeton
7,498.0,elevacion_reggaeton
8,511.0,elevacion_reggaeton
9,518.0,elevacion_reggaeton
10,527.0,elevacion_reggaeton
11,530.0,elevacion_reggaeton
12,513.0,elevacion_reggaeton
13,497.0,elevacion_reggaeton
14,501.0,elevacion_reggaeton
15,515.0,elevacion_reggaeton
0,524.0,elevacion_reggaeton
1,527.0,elevacion_reggaeton
2,519.0,elevacion_reggaeton
3,501.0,elevacion_reggaeton
4,492.0,elevacion_reggaeton
5,518.0,elevacion_reggaeton
6,535.0,elevacion_reggaeton
7,542.0,elevacion_reggaeton
8,544.0,elevacion_reggaeton
9,539.0,elevacion_reggaeton
10,523.0,elevacion_reggaeton
11,501.0,elevacion_reggaeton
12,488.0,elevacion_reggaeton
13,490.0,elevacion_reggaeton
14,498.0,elevacion_reggaeton
15,502.0,elevacion_reggaeton
0,508.0,elevacion_reggaeton
1,499.0,elevacion_reggaeton
2,494.0,elevacion_reggaeton
3,507.0,elevacion_reggaeton
4,521.0,elevacion_reggaeton
5,529.0,elevacion_reggaeton
6,531.0,elevacion_reggaeton
7,530.0,elevacion_reggaeton
8,525.0,elevacion_reggaeton
9,520.0,elevacion_reggaeton
10,515.0,elevacion_reggaeton
11,515.0,elevacion_reggaeton
12,518.0,elevacion_reggaeton
13,524.0,elevacion_reggaeton
14,534.0,elevacion_reggaeton
15,531.0,elevacion_reggaeton
0,533.0,elevacion_reggaeton
1,535.0,elevacion_reggaeton
2,526.0,elevacion_reggaeton
3,524.0,elevacion_reggaeton
4,524.0,elevacion_reggaeton
5,526.0,elevacion_reggaeton
6,524.0,elevacion_reggaeton
7,512.0,elevacion_reggaeton
8,486.0,elevacion_reggaeton
9,469.0,elevacion_reggaeton
10,487.0,elevacion_reggaeton
11,504.0,elevacion_reggaeton
12,498.0,elevacion_reggaeton
13,495.0,elevacion_reggaeton
14,498.0,elevacion_reggaeton
15,503.0,elevacion_reggaeton
0,509.0,elevacion_reggaeton
1,510.0,elevacion_reggaeton
2,515.0,elevacion_reggaeton
3,516.0,elevacion_reggaeton
4,515.0,elevacion_reggaeton
5,516.0,elevacion_reggaeton
6,515.0,elevacion_reggaeton
7,519.0,elevacion_reggaeton
8,535.0,elevacion_reggaeton
9,520.0,elevacion_reggaeton
10,508.0,elevacion_reggaeton
11,511.0,elevacion_reggaeton
12,496.0,elevacion_reggaeton
13,487.0,elevacion_reggaeton
14,505.0,elevacion_reggaeton
15,516.0,elevacion_reggaeton
0,518.0,elevacion_reggaeton
1,526.0,elevacion_reggaeton
2,531.0,elevacion_reggaeton
3,532.0,elevacion_reggaeton
4,536.0,elevacion_reggaeton
5,539.0,elevacion_reggaeton
6,541.0,elevacion_reggaeton
7,514.0,elevacion_reggaeton
8,500.0,elevacion_reggaeton
9,507.0,elevacion_reggaeton
10,492.0,elevacion_reggaeton
11,485.0,elevacion_reggaeton
12,488.0,elevacion_reggaeton
13,504.0,elevacion_reggaeton
14,524.0,elevacion_reggaeton
15,535.0,elevacion_reggaeton
0,531.0,elevacion_reggaeton
1,528.0,elevacion_reggaeton
2,531.0,elevacion_reggaeton
3,530.0,elevacion_reggaeton
4,523.0,elevacion_reggaeton
5,493.0,elevacion_reggaeton
6,481.0,elevacion_reggaeton
7,500.0,elevacion_reggaeton
8,510.0,elevacion_reggaeton
9,527.0,elevacion_reggaeton
10,533.0,elevacion_reggaeton
11,527.0,elevacion_reggaeton
12,517.0,elevacion_reggaeton
13,516.0,elevacion_reggaeton
14,523.0,elevacion_reggaeton
15,518.0,elevacion_reggaeton
0,523.0,elevacion_reggaeton
1,523.0,elevacion_reggaeton
2,527.0,elevacion_reggaeton
3,516.0,elevacion_reggaeton
4,513.0,elevacion_reggaeton
5,522.0,elevacion_reggaeton
6,522.0,elevacion_reggaeton
7,518.0,elevacion_reggaeton
8,517.0,elevacion_reggaeton
9,519.0,elevacion_reggaeton
10,526.0,elevacion_reggaeton
11,532.0,elevacion_reggaeton
12,548.0,elevacion_reggaeton
13,550.0,elevacion_reggaeton
14,536.0,elevacion_reggaeton
15,504.0,elevacion_reggaeton
0,486.0,elevacion_reggaeton
1,471.0,elevacion_reggaeton
2,470.0,elevacion_reggaeton
3,478.0,elevacion_reggaeton
4,488.0,elevacion_reggaeton
5,492.0,elevacion_reggaeton
6,498.0,elevacion_reggaeton
7,492.0,elevacion_reggaeton
8,478.0,elevacion_reggaeton
9,495.0,elevacion_reggaeton
10,509.0,elevacion_reggaeton
11,516.0,elevacion_reggaeton
12,518.0,elevacion_reggaeton
13,518.0,elevacion_reggaeton
14,520.0,elevacion_reggaeton
15,514.0,elevacion_reggaeton
0,506.0,elevacion_reggaeton
1,513.0,elevacion_reggaeton
2,522.0,elevacion_reggaeton
3,524.0,elevacion_reggaeton
4,519.0,elevacion_reggaeton
5,519.0,elevacion_reggaeton
6,522.0,elevacion_reggaeton
7,522.0,elevacion_reggaeton
8,519.0,elevacion_reggaeton
9,525.0,elevacion_reggaeton
10,525.0,elevacion_reggaeton
11,521.0,elevacion_reggaeton
12,511.0,elevacion_reggaeton
13,505.0,elevacion_reggaeton
14,510.0,elevacion_reggaeton
15,513.0,elevacion_reggaeton
0,519.0,elevacion_reggaeton
1,524.0,elevacion_reggaeton
2,520.0,elevacion_reggaeton
3,515.0,elevacion_reggaeton
4,501.0,elevacion_reggaeton
5,506.0,elevacion_reggaeton
6,523.0,elevacion_reggaeton
7,521.0,elevacion_reggaeton
8,517.0,elevacion_reggaeton
9,505.0,elevacion_reggaeton
10,506.0,elevacion_reggaeton
11,516.0,elevacion_reggaeton
12,518.0,elevacion_reggaeton
13,516.0,elevacion_reggaeton
14,515.0,elevacion_reggaeton
15,517.0,elevacion_reggaeton
0,524.0,elevacion_reggaeton
1,532.0,elevacion_reggaeton
2,543.0,elevacion_reggaeton
3,549.0,elevacion_reggaeton
4,546.0,elevacion_reggaeton
5,538.0,elevacion_reggaeton
6,531.0,elevacion_reggaeton
7,524.0,elevacion_reggaeton
8,525.0,elevacion_reggaeton
9,512.0,elevacion_reggaeton
10,480.0,elevacion_reggaeton
11,481.0,elevacion_reggaeton
12,497.0,elevacion_reggaeton
13,505.0,elevacion_reggaeton
14,499.0,elevacion_reggaeton
15,495.0,elevacion_reggaeton
0,508.0,elevacion_reggaeton
1,519.0,elevacion_reggaeton
2,535.0,elevacion_reggaeton
3,541.0,elevacion_reggaeton
4,535.0,elevacion_reggaeton
5,516.0,elevacion_reggaeton
6,505.0,elevacion_reggaeton
7,486.0,elevacion_reggaeton
8,478.0,elevacion_reggaeton
9,499.0,elevacion_reggaeton
10,523.0,elevacion_reggaeton
11,520.0,elevacion_reggaeton
12,507.0,elevacion_reggaeton
13,505.0,elevacion_reggaeton
14,550.0,elevacion_reggaeton
15,581.0,elevacion_reggaeton
0,561.0,elevacion_reggaeton
1,539.0,elevacion_reggaeton
2,508.0,elevacion_reggaeton
3,481.0,elevacion_reggaeton
4,466.0,elevacion_reggaeton
5,463.0,elevacion_reggaeton
6,485.0,elevacion_reggaeton
7,504.0,elevacion_reggaeton
8,496.0,elevacion_reggaeton
9,516.0,elevacion_reggaeton
10,540.0,elevacion_reggaeton
11,541.0,elevacion_reggaeton
12,542.0,elevacion_reggaeton
13,530.0,elevacion_reggaeton
14,528.0,elevacion_reggaeton
15,511.0,elevacion_reggaeton
0,496.0,elevacion_reggaeton
1,501.0,elevacion_reggaeton
2,491.0,elevacion_reggaeton
3,491.0,elevacion_reggaeton
4,502.0,elevacion_reggaeton
5,496.0,elevacion_reggaeton
6,476.0,elevacion_reggaeton
7,507.0,elevacion_reggaeton
8,504.0,elevacion_reggaeton
9,504.0,elevacion_reggaeton
10,513.0,elevacion_reggaeton
11,500.0,elevacion_reggaeton
12,485.0,elevacion_reggaeton
13,491.0,elevacion_reggaeton
14,501.0,elevacion_reggaeton
15,509.0,elevacion_reggaeton
0,560.0,elevacion_reggaeton
1,583.0,elevacion_reggaeton
2,594.0,elevacion_reggaeton
3,585.0,elevacion_reggaeton
4,571.0,elevacion_reggaeton
5,542.0,elevacion_reggaeton
6,503.0,elevacion_reggaeton
7,489.0,elevacion_reggaeton
8,496.0,elevacion_reggaeton
9,444.0,elevacion_reggaeton
10,396.0,elevacion_reggaeton
11,395.0,elevacion_reggaeton
12,472.0,elevacion_reggaeton
13,531.0,elevacion_reggaeton
14,536.0,elevacion_reggaeton
15,527.0,elevacion_reggaeton
0,547.0,elevacion_reggaeton
1,553.0,elevacion_reggaeton
2,555.0,elevacion_reggaeton
3,535.0,elevacion_reggaeton
4,494.0,elevacion_reggaeton
5,491.0,elevacion_reggaeton
6,526.0,elevacion_reggaeton
7,533.0,elevacion_reggaeton
8,545.0,elevacion_reggaeton
9,542.0,elevacion_reggaeton
10,539.0,elevacion_reggaeton
11,548.0,elevacion_reggaeton
12,555.0,elevacion_reggaeton
13,543.0,elevacion_reggaeton
14,521.0,elevacion_reggaeton
15,530.0,elevacion_reggaeton
0,531.0,elevacion_reggaeton
1,526.0,elevacion_reggaeton
2,515.0,elevacion_reggaeton
3,496.0,elevacion_reggaeton
4,491.0,elevacion_reggaeton
5,512.0,elevacion_reggaeton
6,520.0,elevacion_reggaeton
7,523.0,elevacion_reggaeton
8,543.0,elevacion_reggaeton
9,563.0,elevacion_reggaeton
10,539.0,elevacion_reggaeton
11,525.0,elevacion_reggaeton
12,519.0,elevacion_reggaeton
13,526.0,elevacion_reggaeton
14,523.0,elevacion_reggaeton
15,496.0,elevacion_reggaeton
0,441.0,elevacion_reggaeton
1,406.0,elevacion_reggaeton
2,451.0,elevacion_reggaeton
3,488.0,elevacion_reggaeton
4,525.0,elevacion_reggaeton
5,537.0,elevacion_reggaeton
6,555.0,elevacion_reggaeton
7,551.0,elevacion_reggaeton
8,561.0,elevacion_reggaeton
9,584.0,elevacion_reggaeton
10,591.0,elevacion_reggaeton
11,540.0,elevacion_reggaeton
12,467.0,elevacion_reggaeton
13,481.0,elevacion_reggaeton
14,510.0,elevacion_reggaeton
15,487.0,elevacion_reggaeton
0,440.0,elevacion_reggaeton
1,362.0,elevacion_reggaeton
2,380.0,elevacion_reggaeton
3,449.0,elevacion_reggaeton
4,476.0,elevacion_reggaeton
5,487.0,elevacion_reggaeton
6,490.0,elevacion_reggaeton
7,493.0,elevacion_reggaeton
8,519.0,elevacion_reggaeton
9,525.0,elevacion_reggaeton
10,505.0,elevacion_reggaeton
11,461.0,elevacion_reggaeton
12,467.0,elevacion_reggaeton
13,510.0,elevacion_reggaeton
14,537.0,elevacion_reggaeton
15,572.0,elevacion_reggaeton
0,569.0,elevacion_reggaeton
1,562.0,elevacion_reggaeton
2,578.0,elevacion_reggaeton
3,571.0,elevacion_reggaeton
4,565.0,elevacion_reggaeton
5,572.0,elevacion_reggaeton
6,520.0,elevacion_reggaeton
7,475.0,elevacion_reggaeton
8,467.0,elevacion_reggaeton
9,497.0,elevacion_reggaeton
10,531.0,elevacion_reggaeton
11,543.0,elevacion_reggaeton
12,544.0,elevacion_reggaeton
13,531.0,elevacion_reggaeton
14,561.0,elevacion_reggaeton
15,596.0,elevacion_reggaeton
0,571.0,elevacion_reggaeton
1,555.0,elevacion_reggaeton
2,515.0,elevacion_reggaeton
3,498.0,elevacion_reggaeton
4,479.0,elevacion_reggaeton
5,467.0,elevacion_reggaeton
6,494.0,elevacion_reggaeton
7,512.0,elevacion_reggaeton
8,505.0,elevacion_reggaeton
9,504.0,elevacion_reggaeton
10,520.0,elevacion_reggaeton
11,537.0,elevacion_reggaeton
12,522.0,elevacion_reggaeton
13,501.0,elevacion_reggaeton
14,496.0,elevacion_reggaeton
15,522.0,elevacion_reggaeton
0,523.0,elevacion_reggaeton
1,557.0,elevacion_reggaeton
2,587.0,elevacion_reggaeton
3,555.0,elevacion_reggaeton
4,534.0,elevacion_reggaeton
5,515.0,elevacion_reggaeton
6,492.0,elevacion_reggaeton
7,483.0,elevacion_reggaeton
8,478.0,elevacion_reggaeton
9,440.0,elevacion_reggaeton
10,438.0,elevacion_reggaeton
11,470.0,elevacion_reggaeton
12,497.0,elevacion_reggaeton
13,494.0,elevacion_reggaeton
14,468.0,elevacion_reggaeton
15,470.0,elevacion_reggaeton
0,499.0,elevacion_reggaeton
1,523.0,elevacion_reggaeton
2,514.0,elevacion_reggaeton
3,505.0,elevacion_reggaeton
4,536.0,elevacion_reggaeton
5,536.0,elevacion_reggaeton
6,542.0,elevacion_reggaeton
7,567.0,elevacion_reggaeton
8,587.0,elevacion_reggaeton
9,605.0,elevacion_reggaeton
10,603.0,elevacion_reggaeton
11,584.0,elevacion_reggaeton
12,537.0,elevacion_reggaeton
13,496.0,elevacion_reggaeton
14,470.0,elevacion_reggaeton
15,454.0,elevacion_reggaeton
0,449.0,elevacion_reggaeton
1,460.0,elevacion_reggaeton
2,465.0,elevacion_reggaeton
3,476.0,elevacion_reggaeton
4,471.0,elevacion_reggaeton
5,478.0,elevacion_reggaeton
6,493.0,elevacion_reggaeton
7,489.0,elevacion_reggaeton
8,496.0,elevacion_reggaeton
9,507.0,elevacion_reggaeton
10,540.0,elevacion_reggaeton
11,535.0,elevacion_reggaeton
12,515.0,elevacion_reggaeton
13,511.0,elevacion_reggaeton
14,520.0,elevacion_reggaeton
15,527.0,elevacion_reggaeton
0,524.0,elevacion_reggaeton
1,550.0,elevacion_reggaeton
2,566.0,elevacion_reggaeton
3,601.0,elevacion_reggaeton
4,594.0,elevacion_reggaeton
5,554.0,elevacion_reggaeton
6,507.0,elevacion_reggaeton
7,489.0,elevacion_reggaeton
8,472.0,elevacion_reggaeton
9,440.0,elevacion_reggaeton
10,373.0,elevacion_reggaeton
11,392.0,elevacion_reggaeton
12,455.0,elevacion_reggaeton
13,504.0,elevacion_reggaeton
14,522.0,elevacion_reggaeton
15,542.0,elevacion_reggaeton
0,551.0,elevacion_reggaeton
1,551.0,elevacion_reggaeton
2,572.0,elevacion_reggaeton
3,541.0,elevacion_reggaeton
4,527.0,elevacion_reggaeton
5,518.0,elevacion_reggaeton
6,507.0,elevacion_reggaeton
7,505.0,elevacion_reggaeton
8,473.0,elevacion_reggaeton
9,491.0,elevacion_reggaeton
10,531.0,elevacion_reggaeton
11,539.0,elevacion_reggaeton
12,509.0,elevacion_reggaeton
13,518.0,elevacion_reggaeton
14,524.0,elevacion_reggaeton
15,549.0,elevacion_reggaeton
0,571.0,elevacion_reggaeton
1,583.0,elevacion_reggaeton
2,574.0,elevacion_reggaeton
3,524.0,elevacion_reggaeton
4,475.0,elevacion_reggaeton
5,472.0,elevacion_reggaeton
6,457.0,elevacion_reggaeton
7,437.0,elevacion_reggaeton
8,459.0,elevacion_reggaeton
9,493.0,elevacion_reggaeton
10,538.0,elevacion_reggaeton
11,566.0,elevacion_reggaeton
12,594.0,elevacion_reggaeton
13,621.0,elevacion_reggaeton
14,609.0,elevacion_reggaeton
15,583.0,elevacion_reggaeton
0,572.0,elevacion_reggaeton
1,558.0,elevacion_reggaeton
2,542.0,elevacion_reggaeton
3,513.0,elevacion_reggaeton
4,506.0,elevacion_reggaeton
5,458.0,elevacion_reggaeton
6,400.0,elevacion_reggaeton
7,412.0,elevacion_reggaeton
8,433.0,elevacion_reggaeton
9,477.0,elevacion_reggaeton
10,469.0,elevacion_reggaeton
11,484.0,elevacion_reggaeton
12,509.0,elevacion_reggaeton
13,540.0,elevacion_reggaeton
14,585.0,elevacion_reggaeton
15,571.0,elevacion_reggaeton
0,518.0,elevacion_reggaeton
1,487.0,elevacion_reggaeton
2,465.0,elevacion_reggaeton
3,498.0,elevacion_reggaeton
4,520.0,elevacion_reggaeton
5,525.0,elevacion_reggaeton
6,527.0,elevacion_reggaeton
7,534.0,elevacion_reggaeton
8,569.0,elevacion_reggaeton
9,611.0,elevacion_reggaeton
10,619.0,elevacion_reggaeton
11,566.0,elevacion_reggaeton
12,464.0,elevacion_reggaeton
13,418.0,elevacion_reggaeton
14,409.0,elevacion_reggaeton
15,417.0,elevacion_reggaeton
0,403.0,elevacion_reggaeton
1,435.0,elevacion_reggaeton
2,484.0,elevacion_reggaeton
3,486.0,elevacion_reggaeton
4,550.0,elevacion_reggaeton
5,564.0,elevacion_reggaeton
6,572.0,elevacion_reggaeton
7,555.0,elevacion_reggaeton
8,548.0,elevacion_reggaeton
9,533.0,elevacion_reggaeton
10,501.0,elevacion_reggaeton
11,455.0,elevacion_reggaeton
12,478.0,elevacion_reggaeton
13,513.0,elevacion_reggaeton
14,519.0,elevacion_reggaeton
15,535.0,elevacion_reggaeton
0,510.0,elevacion_reggaeton
1,478.0,elevacion_reggaeton
2,491.0,elevacion_reggaeton
3,528.0,elevacion_reggaeton
4,535.0,elevacion_reggaeton
5,524.0,elevacion_reggaeton
6,527.0,elevacion_reggaeton
7,504.0,elevacion_reggaeton
8,498.0,elevacion_reggaeton
9,504.0,elevacion_reggaeton
10,511.0,elevacion_reggaeton
11,532.0,elevacion_reggaeton
12,542.0,elevacion_reggaeton
13,559.0,elevacion_reggaeton
14,554.0,elevacion_reggaeton
15,554.0,elevacion_reggaeton
0,548.0,elevacion_reggaeton
1,521.0,elevacion_reggaeton
2,497.0,elevacion_reggaeton
3,494.0,elevacion_reggaeton
4,483.0,elevacion_reggaeton
5,499.0,elevacion_reggaeton
6,505.0,elevacion_reggaeton
7,510.0,elevacion_reggaeton
8,546.0,elevacion_reggaeton
9,551.0,elevacion_reggaeton
10,528.0,elevacion_reggaeton
11,568.0,elevacion_reggaeton
12,573.0,elevacion_reggaeton
13,578.0,elevacion_reggaeton
14,550.0,elevacion_reggaeton
15,505.0,elevacion_reggaeton
0,455.0,elevacion_reggaeton
1,447.0,elevacion_reggaeton
2,468.0,elevacion_reggaeton
3,515.0,elevacion_reggaeton
4,521.0,elevacion_reggaeton
5,539.0,elevacion_reggaeton
6,565.0,elevacion_reggaeton
7,556.0,elevacion_reggaeton
8,508.0,elevacion_reggaeton
9,481.0,elevacion_reggaeton
10,492.0,elevacion_reggaeton
11,523.0,elevacion_reggaeton
12,505.0,elevacion_reggaeton
13,476.0,elevacion_reggaeton
14,524.0,elevacion_reggaeton
15,546.0,elevacion_reggaeton
0,542.0,elevacion_reggaeton
1,533.0,elevacion_reggaeton
2,517.0,elevacion_reggaeton
3,492.0,elevacion_reggaeton
4,470.0,elevacion_reggaeton
5,492.0,elevacion_reggaeton
6,526.0,elevacion_reggaeton
7,541.0,elevacion_reggaeton
8,526.0,elevacion_reggaeton
9,478.0,elevacion_reggaeton
10,447.0,elevacion_reggaeton
11,448.0,elevacion_reggaeton
12,476.0,elevacion_reggaeton
13,495.0,elevacion_reggaeton
14,482.0,elevacion_reggaeton
15,472.0,elevacion_reggaeton
0,480.0,elevacion_reggaeton
1,515.0,elevacion_reggaeton
2,500.0,elevacion_reggaeton
3,483.0,elevacion_reggaeton
4,511.0,elevacion_reggaeton
5,547.0,elevacion_reggaeton
6,572.0,elevacion_reggaeton
7,608.0,elevacion_reggaeton
8,558.0,elevacion_reggaeton
9,513.0,elevacion_reggaeton
10,470.0,elevacion_reggaeton
11,448.0,elevacion_reggaeton
12,455.0,elevacion_reggaeton
13,480.0,elevacion_reggaeton
14,501.0,elevacion_reggaeton
15,529.0,elevacion_reggaeton
0,499.0,elevacion_reggaeton
1,454.0,elevacion_reggaeton
2,488.0,elevacion_reggaeton
3,545.0,elevacion_reggaeton
4,571.0,elevacion_reggaeton
5,554.0,elevacion_reggaeton
6,516.0,elevacion_reggaeton
7,499.0,elevacion_reggaeton
8,542.0,elevacion_reggaeton
9,567.0,elevacion_reggaeton
10,569.0,elevacion_reggaeton
11,560.0,elevacion_reggaeton
12,544.0,elevacion_reggaeton
13,503.0,elevacion_reggaeton
14,484.0,elevacion_reggaeton
15,491.0,elevacion_reggaeton
0,483.0,elevacion_reggaeton
1,487.0,elevacion_reggaeton
2,514.0,elevacion_reggaeton
3,548.0,elevacion_reggaeton
4,526.0,elevacion_reggaeton
5,465.0,elevacion_reggaeton
6,510.0,elevacion_reggaeton
7,543.0,elevacion_reggaeton
8,558.0,elevacion_reggaeton
9,579.0,elevacion_reggaeton
10,589.0,elevacion_reggaeton
11,607.0,elevacion_reggaeton
12,627.0,elevacion_reggaeton
13,595.0,elevacion_reggaeton
14,530.0,elevacion_reggaeton
15,447.0,elevacion_reggaeton
0,400.0,elevacion_reggaeton
1,454.0,elevacion_reggaeton
2,519.0,elevacion_reggaeton
3,536.0,elevacion_reggaeton
4,497.0,elevacion_reggaeton
5,499.0,elevacion_reggaeton
6,492.0,elevacion_reggaeton
7,459.0,elevacion_reggaeton
8,450.0,elevacion_reggaeton
9,523.0,elevacion_reggaeton
10,578.0,elevacion_reggaeton
11,542.0,elevacion_reggaeton
12,477.0,elevacion_reggaeton
13,463.0,elevacion_reggaeton
14,452.0,elevacion_reggaeton
15,475.0,elevacion_reggaeton
0,524.0,elevacion_reggaeton
1,552.0,elevacion_reggaeton
2,549.0,elevacion_reggaeton
3,569.0,elevacion_reggaeton
4,594.0,elevacion_reggaeton
5,579.0,elevacion_reggaeton
6,520.0,elevacion_reggaeton
7,512.0,elevacion_reggaeton
8,514.0,elevacion_reggaeton
9,462.0,elevacion_reggaeton
10,369.0,elevacion_reggaeton
11,357.0,elevacion_reggaeton
12,407.0,elevacion_reggaeton
13,433.0,elevacion_reggaeton
14,497.0,elevacion_reggaeton
15,559.0,elevacion_reggaeton
0,583.0,elevacion_reggaeton
1,561.0,elevacion_reggaeton
2,546.0,elevacion_reggaeton
3,587.0,elevacion_reggaeton
4,575.0,elevacion_reggaeton
5,546.0,elevacion_reggaeton
6,506.0,elevacion_reggaeton
7,496.0,elevacion_reggaeton
8,527.0,elevacion_reggaeton
9,549.0,elevacion_reggaeton
10,520.0,elevacion_reggaeton
11,484.0,elevacion_reggaeton
12,460.0,elevacion_reggaeton
13,461.0,elevacion_reggaeton
14,484.0,elevacion_reggaeton
15,524.0,elevacion_reggaeton
0,555.0,elevacion_reggaeton
1,539.0,elevacion_reggaeton
2,508.0,elevacion_reggaeton
3,491.0,elevacion_reggaeton
4,491.0,elevacion_reggaeton
5,491.0,elevacion_reggaeton
6,520.0,elevacion_reggaeton
7,516.0,elevacion_reggaeton
8,532.0,elevacion_reggaeton
9,524.0,elevacion_reggaeton
10,532.0,elevacion_reggaeton
11,591.0,elevacion_reggaeton
12,557.0,elevacion_reggaeton
13,509.0,elevacion_reggaeton
14,490.0,elevacion_reggaeton
15,511.0,elevacion_reggaeton
0,500.0,elevacion_reggaeton
1,501.0,elevacion_reggaeton
2,507.0,elevacion_reggaeton
3,560.0,elevacion_reggaeton
4,624.0,elevacion_reggaeton
5,621.0,elevacion_reggaeton
6,467.0,elevacion_reggaeton
7,385.0,elevacion_reggaeton
8,450.0,elevacion_reggaeton
9,487.0,elevacion_reggaeton
10,507.0,elevacion_reggaeton
11,529.0,elevacion_reggaeton
12,554.0,elevacion_reggaeton
13,548.0,elevacion_reggaeton
14,561.0,elevacion_reggaeton
15,563.0,elevacion_reggaeton
0,481.0,elevacion_reggaeton
1,456.0,elevacion_reggaeton
2,486.0,elevacion_reggaeton
3,498.0,elevacion_reggaeton
4,512.0,elevacion_reggaeton
5,526.0,elevacion_reggaeton
6,539.0,elevacion_reggaeton
7,511.0,elevacion_reggaeton
8,431.0,elevacion_reggaeton
9,458.0,elevacion_reggaeton
10,564.0,elevacion_reggaeton
11,587.0,elevacion_reggaeton
12,514.0,elevacion_reggaeton
13,479.0,elevacion_reggaeton
14,547.0,elevacion_reggaeton
15,603.0,elevacion_reggaeton
0,613.0,elevacion_reggaeton
1,599.0,elevacion_reggaeton
2,584.0,elevacion_reggaeton
3,569.0,elevacion_reggaeton
4,556.0,elevacion_reggaeton
5,493.0,elevacion_reggaeton
6,400.0,elevacion_reggaeton
7,422.0,elevacion_reggaeton
8,456.0,elevacion_reggaeton
9,487.0,elevacion_reggaeton
10,518.0,elevacion_reggaeton
11,477.0,elevacion_reggaeton
12,457.0,elevacion_reggaeton
13,465.0,elevacion_reggaeton
14,472.0,elevacion_reggaeton
15,467.0,elevacion_reggaeton
0,443.0,elevacion_reggaeton
1,449.0,elevacion_reggaeton
2,494.0,elevacion_reggaeton
3,510.0,elevacion_reggaeton
4,496.0,elevacion_reggaeton
5,483.0,elevacion_reggaeton
6,521.0,elevacion_reggaeton
7,580.0,elevacion_reggaeton
8,587.0,elevacion_reggaeton
9,608.0,elevacion_reggaeton
10,600.0,elevacion_reggaeton
11,562.0,elevacion_reggaeton
12,529.0,elevacion_reggaeton
13,506.0,elevacion_reggaeton
14,502.0,elevacion_reggaeton
15,507.0,elevacion_reggaeton
0,485.0,elevacion_reggaeton
1,478.0,elevacion_reggaeton
2,488.0,elevacion_reggaeton
3,500.0,elevacion_reggaeton
4,496.0,elevacion_reggaeton
5,459.0,elevacion_reggaeton
6,523.0,elevacion_reggaeton
7,570.0,elevacion_reggaeton
8,537.0,elevacion_reggaeton
9,499.0,elevacion_reggaeton
10,484.0,elevacion_reggaeton
11,470.0,elevacion_reggaeton
12,495.0,elevacion_reggaeton
13,472.0,elevacion_reggaeton
14,463.0,elevacion_reggaeton
15,477.0,elevacion_reggaeton
0,511.0,elevacion_reggaeton
1,530.0,elevacion_reggaeton
