nSeq,A1,Activity
10,276.0,sentadilla_clasica
11,315.0,sentadilla_clasica
12,490.0,sentadilla_clasica
13,557.0,sentadilla_clasica
14,536.0,sentadilla_clasica
15,544.0,sentadilla_clasica
0,588.0,sentadilla_clasica
1,588.0,sentadilla_clasica
2,569.0,sentadilla_clasica
3,543.0,sentadilla_clasica
4,490.0,sentadilla_clasica
5,484.0,sentadilla_clasica
6,529.0,sentadilla_clasica
7,541.0,sentadilla_clasica
8,564.0,sentadilla_clasica
9,564.0,sentadilla_clasica
10,555.0,sentadilla_clasica
11,568.0,sentadilla_clasica
12,569.0,sentadilla_clasica
13,547.0,sentadilla_clasica
14,530.0,sentadilla_clasica
15,516.0,sentadilla_clasica
0,515.0,sentadilla_clasica
1,516.0,sentadilla_clasica
2,509.0,sentadilla_clasica
3,472.0,sentadilla_clasica
4,435.0,sentadilla_clasica
5,433.0,sentadilla_clasica
6,426.0,sentadilla_clasica
7,451.0,sentadilla_clasica
8,483.0,sentadilla_clasica
9,499.0,sentadilla_clasica
10,494.0,sentadilla_clasica
11,516.0,sentadilla_clasica
12,571.0,sentadilla_clasica
13,605.0,sentadilla_clasica
14,620.0,sentadilla_clasica
15,596.0,sentadilla_clasica
0,545.0,sentadilla_clasica
1,513.0,sentadilla_clasica
2,527.0,sentadilla_clasica
3,544.0,sentadilla_clasica
4,492.0,sentadilla_clasica
5,421.0,sentadilla_clasica
6,401.0,sentadilla_clasica
7,428.0,sentadilla_clasica
8,485.0,sentadilla_clasica
9,507.0,sentadilla_clasica
10,520.0,sentadilla_clasica
11,515.0,sentadilla_clasica
12,515.0,sentadilla_clasica
13,517.0,sentadilla_clasica
14,531.0,sentadilla_clasica
15,593.0,sentadilla_clasica
0,589.0,sentadilla_clasica
1,570.0,sentadilla_clasica
2,526.0,sentadilla_clasica
3,495.0,sentadilla_clasica
4,495.0,sentadilla_clasica
5,523.0,sentadilla_clasica
6,520.0,sentadilla_clasica
7,447.0,sentadilla_clasica
8,382.0,sentadilla_clasica
9,404.0,sentadilla_clasica
10,463.0,sentadilla_clasica
11,528.0,sentadilla_clasica
12,548.0,sentadilla_clasica
13,530.0,sentadilla_clasica
14,530.0,sentadilla_clasica
15,541.0,sentadilla_clasica
0,545.0,sentadilla_clasica
1,555.0,sentadilla_clasica
2,566.0,sentadilla_clasica
3,604.0,sentadilla_clasica
4,612.0,sentadilla_clasica
5,583.0,sentadilla_clasica
6,536.0,sentadilla_clasica
7,488.0,sentadilla_clasica
8,434.0,sentadilla_clasica
9,440.0,sentadilla_clasica
10,472.0,sentadilla_clasica
11,480.0,sentadilla_clasica
12,439.0,sentadilla_clasica
13,446.0,sentadilla_clasica
14,498.0,sentadilla_clasica
15,541.0,sentadilla_clasica
0,581.0,sentadilla_clasica
1,575.0,sentadilla_clasica
2,563.0,sentadilla_clasica
3,563.0,sentadilla_clasica
4,546.0,sentadilla_clasica
5,519.0,sentadilla_clasica
6,467.0,sentadilla_clasica
7,437.0,sentadilla_clasica
8,468.0,sentadilla_clasica
9,483.0,sentadilla_clasica
10,541.0,sentadilla_clasica
11,524.0,sentadilla_clasica
12,482.0,sentadilla_clasica
13,474.0,sentadilla_clasica
14,512.0,sentadilla_clasica
15,551.0,sentadilla_clasica
0,559.0,sentadilla_clasica
1,558.0,sentadilla_clasica
2,546.0,sentadilla_clasica
3,505.0,sentadilla_clasica
4,496.0,sentadilla_clasica
5,496.0,sentadilla_clasica
6,513.0,sentadilla_clasica
7,519.0,sentadilla_clasica
8,505.0,sentadilla_clasica
9,514.0,sentadilla_clasica
10,527.0,sentadilla_clasica
11,513.0,sentadilla_clasica
12,526.0,sentadilla_clasica
13,589.0,sentadilla_clasica
14,594.0,sentadilla_clasica
15,557.0,sentadilla_clasica
0,504.0,sentadilla_clasica
1,452.0,sentadilla_clasica
2,419.0,sentadilla_clasica
3,442.0,sentadilla_clasica
4,523.0,sentadilla_clasica
5,500.0,sentadilla_clasica
6,505.0,sentadilla_clasica
7,495.0,sentadilla_clasica
8,436.0,sentadilla_clasica
9,405.0,sentadilla_clasica
10,489.0,sentadilla_clasica
11,571.0,sentadilla_clasica
12,535.0,sentadilla_clasica
13,446.0,sentadilla_clasica
14,390.0,sentadilla_clasica
15,433.0,sentadilla_clasica
0,576.0,sentadilla_clasica
1,629.0,sentadilla_clasica
2,627.0,sentadilla_clasica
3,600.0,sentadilla_clasica
4,556.0,sentadilla_clasica
5,485.0,sentadilla_clasica
6,467.0,sentadilla_clasica
7,511.0,sentadilla_clasica
8,541.0,sentadilla_clasica
9,510.0,sentadilla_clasica
10,490.0,sentadilla_clasica
11,500.0,sentadilla_clasica
12,519.0,sentadilla_clasica
13,546.0,sentadilla_clasica
14,530.0,sentadilla_clasica
15,514.0,sentadilla_clasica
0,501.0,sentadilla_clasica
1,454.0,sentadilla_clasica
2,459.0,sentadilla_clasica
3,511.0,sentadilla_clasica
4,544.0,sentadilla_clasica
5,543.0,sentadilla_clasica
6,541.0,sentadilla_clasica
7,556.0,sentadilla_clasica
8,558.0,sentadilla_clasica
9,565.0,sentadilla_clasica
10,560.0,sentadilla_clasica
11,548.0,sentadilla_clasica
12,535.0,sentadilla_clasica
13,528.0,sentadilla_clasica
14,540.0,sentadilla_clasica
15,545.0,sentadilla_clasica
0,542.0,sentadilla_clasica
1,524.0,sentadilla_clasica
2,510.0,sentadilla_clasica
3,500.0,sentadilla_clasica
4,501.0,sentadilla_clasica
5,488.0,sentadilla_clasica
6,524.0,sentadilla_clasica
7,557.0,sentadilla_clasica
8,553.0,sentadilla_clasica
9,528.0,sentadilla_clasica
10,520.0,sentadilla_clasica
11,504.0,sentadilla_clasica
12,499.0,sentadilla_clasica
13,501.0,sentadilla_clasica
14,503.0,sentadilla_clasica
15,451.0,sentadilla_clasica
0,415.0,sentadilla_clasica
1,418.0,sentadilla_clasica
2,497.0,sentadilla_clasica
3,563.0,sentadilla_clasica
4,576.0,sentadilla_clasica
5,537.0,sentadilla_clasica
6,511.0,sentadilla_clasica
7,521.0,sentadilla_clasica
8,510.0,sentadilla_clasica
9,494.0,sentadilla_clasica
10,490.0,sentadilla_clasica
11,473.0,sentadilla_clasica
12,504.0,sentadilla_clasica
13,507.0,sentadilla_clasica
14,497.0,sentadilla_clasica
15,495.0,sentadilla_clasica
0,489.0,sentadilla_clasica
1,497.0,sentadilla_clasica
2,510.0,sentadilla_clasica
3,544.0,sentadilla_clasica
4,572.0,sentadilla_clasica
5,561.0,sentadilla_clasica
6,569.0,sentadilla_clasica
7,545.0,sentadilla_clasica
8,513.0,sentadilla_clasica
9,509.0,sentadilla_clasica
10,514.0,sentadilla_clasica
11,505.0,sentadilla_clasica
12,456.0,sentadilla_clasica
13,394.0,sentadilla_clasica
14,420.0,sentadilla_clasica
15,491.0,sentadilla_clasica
0,524.0,sentadilla_clasica
1,544.0,sentadilla_clasica
2,545.0,sentadilla_clasica
3,530.0,sentadilla_clasica
4,510.0,sentadilla_clasica
5,510.0,sentadilla_clasica
6,504.0,sentadilla_clasica
7,526.0,sentadilla_clasica
8,527.0,sentadilla_clasica
9,532.0,sentadilla_clasica
10,536.0,sentadilla_clasica
11,538.0,sentadilla_clasica
12,528.0,sentadilla_clasica
13,484.0,sentadilla_clasica
14,451.0,sentadilla_clasica
15,454.0,sentadilla_clasica
0,480.0,sentadilla_clasica
1,515.0,sentadilla_clasica
2,567.0,sentadilla_clasica
3,583.0,sentadilla_clasica
4,566.0,sentadilla_clasica
5,530.0,sentadilla_clasica
6,503.0,sentadilla_clasica
7,502.0,sentadilla_clasica
8,553.0,sentadilla_clasica
9,650.0,sentadilla_clasica
10,664.0,sentadilla_clasica
11,604.0,sentadilla_clasica
12,504.0,sentadilla_clasica
13,451.0,sentadilla_clasica
14,444.0,sentadilla_clasica
15,455.0,sentadilla_clasica
0,489.0,sentadilla_clasica
1,425.0,sentadilla_clasica
2,255.0,sentadilla_clasica
3,262.0,sentadilla_clasica
4,397.0,sentadilla_clasica
5,477.0,sentadilla_clasica
6,517.0,sentadilla_clasica
7,537.0,sentadilla_clasica
8,553.0,sentadilla_clasica
9,552.0,sentadilla_clasica
10,565.0,sentadilla_clasica
11,577.0,sentadilla_clasica
12,589.0,sentadilla_clasica
13,600.0,sentadilla_clasica
14,602.0,sentadilla_clasica
15,572.0,sentadilla_clasica
0,552.0,sentadilla_clasica
1,558.0,sentadilla_clasica
2,543.0,sentadilla_clasica
3,523.0,sentadilla_clasica
4,522.0,sentadilla_clasica
5,513.0,sentadilla_clasica
6,495.0,sentadilla_clasica
7,502.0,sentadilla_clasica
8,519.0,sentadilla_clasica
9,528.0,sentadilla_clasica
10,515.0,sentadilla_clasica
11,503.0,sentadilla_clasica
12,491.0,sentadilla_clasica
13,493.0,sentadilla_clasica
14,513.0,sentadilla_clasica
15,560.0,sentadilla_clasica
0,546.0,sentadilla_clasica
1,486.0,sentadilla_clasica
2,469.0,sentadilla_clasica
3,513.0,sentadilla_clasica
4,522.0,sentadilla_clasica
5,491.0,sentadilla_clasica
6,493.0,sentadilla_clasica
7,525.0,sentadilla_clasica
8,508.0,sentadilla_clasica
9,453.0,sentadilla_clasica
10,435.0,sentadilla_clasica
11,452.0,sentadilla_clasica
12,480.0,sentadilla_clasica
13,487.0,sentadilla_clasica
14,470.0,sentadilla_clasica
15,422.0,sentadilla_clasica
0,428.0,sentadilla_clasica
1,460.0,sentadilla_clasica
2,513.0,sentadilla_clasica
3,564.0,sentadilla_clasica
4,591.0,sentadilla_clasica
5,584.0,sentadilla_clasica
6,552.0,sentadilla_clasica
7,535.0,sentadilla_clasica
8,537.0,sentadilla_clasica
9,531.0,sentadilla_clasica
10,523.0,sentadilla_clasica
11,556.0,sentadilla_clasica
12,631.0,sentadilla_clasica
13,621.0,sentadilla_clasica
14,579.0,sentadilla_clasica
15,545.0,sentadilla_clasica
0,498.0,sentadilla_clasica
1,454.0,sentadilla_clasica
2,485.0,sentadilla_clasica
3,515.0,sentadilla_clasica
4,490.0,sentadilla_clasica
5,475.0,sentadilla_clasica
6,462.0,sentadilla_clasica
7,494.0,sentadilla_clasica
8,542.0,sentadilla_clasica
9,551.0,sentadilla_clasica
10,506.0,sentadilla_clasica
11,469.0,sentadilla_clasica
12,504.0,sentadilla_clasica
13,533.0,sentadilla_clasica
14,544.0,sentadilla_clasica
15,563.0,sentadilla_clasica
0,537.0,sentadilla_clasica
1,572.0,sentadilla_clasica
2,580.0,sentadilla_clasica
3,543.0,sentadilla_clasica
4,561.0,sentadilla_clasica
5,561.0,sentadilla_clasica
6,540.0,sentadilla_clasica
7,491.0,sentadilla_clasica
8,440.0,sentadilla_clasica
9,438.0,sentadilla_clasica
10,480.0,sentadilla_clasica
11,458.0,sentadilla_clasica
12,506.0,sentadilla_clasica
13,537.0,sentadilla_clasica
14,530.0,sentadilla_clasica
15,541.0,sentadilla_clasica
0,531.0,sentadilla_clasica
1,476.0,sentadilla_clasica
2,484.0,sentadilla_clasica
3,510.0,sentadilla_clasica
4,494.0,sentadilla_clasica
5,429.0,sentadilla_clasica
6,463.0,sentadilla_clasica
7,526.0,sentadilla_clasica
8,549.0,sentadilla_clasica
9,558.0,sentadilla_clasica
10,564.0,sentadilla_clasica
11,510.0,sentadilla_clasica
12,497.0,sentadilla_clasica
13,527.0,sentadilla_clasica
14,536.0,sentadilla_clasica
15,540.0,sentadilla_clasica
0,537.0,sentadilla_clasica
1,535.0,sentadilla_clasica
2,549.0,sentadilla_clasica
3,549.0,sentadilla_clasica
4,542.0,sentadilla_clasica
5,525.0,sentadilla_clasica
6,536.0,sentadilla_clasica
7,537.0,sentadilla_clasica
8,509.0,sentadilla_clasica
9,513.0,sentadilla_clasica
10,513.0,sentadilla_clasica
11,519.0,sentadilla_clasica
12,472.0,sentadilla_clasica
13,482.0,sentadilla_clasica
14,511.0,sentadilla_clasica
15,524.0,sentadilla_clasica
0,536.0,sentadilla_clasica
1,526.0,sentadilla_clasica
2,529.0,sentadilla_clasica
3,538.0,sentadilla_clasica
4,496.0,sentadilla_clasica
5,477.0,sentadilla_clasica
6,524.0,sentadilla_clasica
7,551.0,sentadilla_clasica
8,548.0,sentadilla_clasica
9,440.0,sentadilla_clasica
10,381.0,sentadilla_clasica
11,390.0,sentadilla_clasica
12,412.0,sentadilla_clasica
13,451.0,sentadilla_clasica
14,501.0,sentadilla_clasica
15,481.0,sentadilla_clasica
0,496.0,sentadilla_clasica
1,510.0,sentadilla_clasica
2,572.0,sentadilla_clasica
3,575.0,sentadilla_clasica
4,587.0,sentadilla_clasica
5,631.0,sentadilla_clasica
6,624.0,sentadilla_clasica
7,614.0,sentadilla_clasica
8,584.0,sentadilla_clasica
9,531.0,sentadilla_clasica
10,510.0,sentadilla_clasica
11,493.0,sentadilla_clasica
12,523.0,sentadilla_clasica
13,571.0,sentadilla_clasica
14,549.0,sentadilla_clasica
15,508.0,sentadilla_clasica
0,472.0,sentadilla_clasica
1,428.0,sentadilla_clasica
2,390.0,sentadilla_clasica
3,421.0,sentadilla_clasica
4,476.0,sentadilla_clasica
5,502.0,sentadilla_clasica
6,491.0,sentadilla_clasica
7,433.0,sentadilla_clasica
8,387.0,sentadilla_clasica
9,444.0,sentadilla_clasica
10,530.0,sentadilla_clasica
11,564.0,sentadilla_clasica
12,560.0,sentadilla_clasica
13,611.0,sentadilla_clasica
14,602.0,sentadilla_clasica
15,557.0,sentadilla_clasica
0,536.0,sentadilla_clasica
1,533.0,sentadilla_clasica
2,526.0,sentadilla_clasica
3,493.0,sentadilla_clasica
4,508.0,sentadilla_clasica
5,507.0,sentadilla_clasica
6,496.0,sentadilla_clasica
7,468.0,sentadilla_clasica
8,507.0,sentadilla_clasica
9,561.0,sentadilla_clasica
10,587.0,sentadilla_clasica
11,541.0,sentadilla_clasica
12,465.0,sentadilla_clasica
13,358.0,sentadilla_clasica
14,447.0,sentadilla_clasica
15,531.0,sentadilla_clasica
0,521.0,sentadilla_clasica
1,531.0,sentadilla_clasica
2,541.0,sentadilla_clasica
3,567.0,sentadilla_clasica
4,611.0,sentadilla_clasica
5,667.0,sentadilla_clasica
6,650.0,sentadilla_clasica
7,569.0,sentadilla_clasica
8,525.0,sentadilla_clasica
9,513.0,sentadilla_clasica
10,520.0,sentadilla_clasica
11,528.0,sentadilla_clasica
12,513.0,sentadilla_clasica
13,440.0,sentadilla_clasica
14,438.0,sentadilla_clasica
15,404.0,sentadilla_clasica
0,342.0,sentadilla_clasica
1,371.0,sentadilla_clasica
2,370.0,sentadilla_clasica
3,478.0,sentadilla_clasica
4,545.0,sentadilla_clasica
5,545.0,sentadilla_clasica
6,554.0,sentadilla_clasica
7,556.0,sentadilla_clasica
8,569.0,sentadilla_clasica
9,526.0,sentadilla_clasica
10,520.0,sentadilla_clasica
11,547.0,sentadilla_clasica
12,578.0,sentadilla_clasica
13,599.0,sentadilla_clasica
14,539.0,sentadilla_clasica
15,455.0,sentadilla_clasica
0,476.0,sentadilla_clasica
1,515.0,sentadilla_clasica
2,624.0,sentadilla_clasica
3,671.0,sentadilla_clasica
4,635.0,sentadilla_clasica
5,556.0,sentadilla_clasica
6,540.0,sentadilla_clasica
7,536.0,sentadilla_clasica
8,473.0,sentadilla_clasica
9,276.0,sentadilla_clasica
10,261.0,sentadilla_clasica
11,361.0,sentadilla_clasica
12,440.0,sentadilla_clasica
13,475.0,sentadilla_clasica
14,465.0,sentadilla_clasica
15,475.0,sentadilla_clasica
0,505.0,sentadilla_clasica
1,526.0,sentadilla_clasica
2,534.0,sentadilla_clasica
3,527.0,sentadilla_clasica
4,539.0,sentadilla_clasica
5,547.0,sentadilla_clasica
6,546.0,sentadilla_clasica
7,538.0,sentadilla_clasica
8,570.0,sentadilla_clasica
9,579.0,sentadilla_clasica
10,575.0,sentadilla_clasica
11,579.0,sentadilla_clasica
12,625.0,sentadilla_clasica
13,620.0,sentadilla_clasica
14,523.0,sentadilla_clasica
15,482.0,sentadilla_clasica
0,462.0,sentadilla_clasica
1,443.0,sentadilla_clasica
2,471.0,sentadilla_clasica
3,479.0,sentadilla_clasica
4,464.0,sentadilla_clasica
5,515.0,sentadilla_clasica
6,539.0,sentadilla_clasica
7,518.0,sentadilla_clasica
8,470.0,sentadilla_clasica
9,509.0,sentadilla_clasica
10,560.0,sentadilla_clasica
11,573.0,sentadilla_clasica
12,596.0,sentadilla_clasica
13,558.0,sentadilla_clasica
14,513.0,sentadilla_clasica
15,499.0,sentadilla_clasica
0,448.0,sentadilla_clasica
1,415.0,sentadilla_clasica
2,479.0,sentadilla_clasica
3,496.0,sentadilla_clasica
4,528.0,sentadilla_clasica
5,627.0,sentadilla_clasica
6,547.0,sentadilla_clasica
7,364.0,sentadilla_clasica
8,428.0,sentadilla_clasica
9,554.0,sentadilla_clasica
10,562.0,sentadilla_clasica
11,521.0,sentadilla_clasica
12,521.0,sentadilla_clasica
13,519.0,sentadilla_clasica
14,538.0,sentadilla_clasica
15,475.0,sentadilla_clasica
0,378.0,sentadilla_clasica
1,485.0,sentadilla_clasica
2,596.0,sentadilla_clasica
3,640.0,sentadilla_clasica
4,644.0,sentadilla_clasica
5,607.0,sentadilla_clasica
6,564.0,sentadilla_clasica
7,575.0,sentadilla_clasica
8,558.0,sentadilla_clasica
9,496.0,sentadilla_clasica
10,491.0,sentadilla_clasica
11,497.0,sentadilla_clasica
12,533.0,sentadilla_clasica
13,572.0,sentadilla_clasica
14,509.0,sentadilla_clasica
15,427.0,sentadilla_clasica
0,460.0,sentadilla_clasica
1,450.0,sentadilla_clasica
2,446.0,sentadilla_clasica
3,435.0,sentadilla_clasica
4,458.0,sentadilla_clasica
5,516.0,sentadilla_clasica
6,529.0,sentadilla_clasica
7,542.0,sentadilla_clasica
8,609.0,sentadilla_clasica
9,618.0,sentadilla_clasica
10,568.0,sentadilla_clasica
11,526.0,sentadilla_clasica
12,483.0,sentadilla_clasica
13,419.0,sentadilla_clasica
14,362.0,sentadilla_clasica
15,382.0,sentadilla_clasica
0,437.0,sentadilla_clasica
1,494.0,sentadilla_clasica
2,510.0,sentadilla_clasica
3,483.0,sentadilla_clasica
4,458.0,sentadilla_clasica
5,489.0,sentadilla_clasica
6,537.0,sentadilla_clasica
7,566.0,sentadilla_clasica
8,576.0,sentadilla_clasica
9,571.0,sentadilla_clasica
10,553.0,sentadilla_clasica
11,560.0,sentadilla_clasica
12,556.0,sentadilla_clasica
13,511.0,sentadilla_clasica
14,513.0,sentadilla_clasica
15,539.0,sentadilla_clasica
0,534.0,sentadilla_clasica
1,533.0,sentadilla_clasica
2,558.0,sentadilla_clasica
3,556.0,sentadilla_clasica
4,526.0,sentadilla_clasica
5,503.0,sentadilla_clasica
6,487.0,sentadilla_clasica
7,492.0,sentadilla_clasica
8,504.0,sentadilla_clasica
9,500.0,sentadilla_clasica
10,501.0,sentadilla_clasica
11,504.0,sentadilla_clasica
12,519.0,sentadilla_clasica
13,515.0,sentadilla_clasica
14,513.0,sentadilla_clasica
15,507.0,sentadilla_clasica
0,498.0,sentadilla_clasica
1,504.0,sentadilla_clasica
2,515.0,sentadilla_clasica
3,508.0,sentadilla_clasica
4,526.0,sentadilla_clasica
5,553.0,sentadilla_clasica
6,548.0,sentadilla_clasica
7,556.0,sentadilla_clasica
8,554.0,sentadilla_clasica
9,528.0,sentadilla_clasica
10,527.0,sentadilla_clasica
11,551.0,sentadilla_clasica
12,570.0,sentadilla_clasica
13,526.0,sentadilla_clasica
14,487.0,sentadilla_clasica
15,495.0,sentadilla_clasica
0,515.0,sentadilla_clasica
1,512.0,sentadilla_clasica
2,420.0,sentadilla_clasica
3,403.0,sentadilla_clasica
4,397.0,sentadilla_clasica
5,422.0,sentadilla_clasica
6,491.0,sentadilla_clasica
7,538.0,sentadilla_clasica
8,550.0,sentadilla_clasica
9,555.0,sentadilla_clasica
10,567.0,sentadilla_clasica
11,567.0,sentadilla_clasica
12,563.0,sentadilla_clasica
13,549.0,sentadilla_clasica
14,527.0,sentadilla_clasica
15,523.0,sentadilla_clasica
0,543.0,sentadilla_clasica
1,565.0,sentadilla_clasica
2,556.0,sentadilla_clasica
3,542.0,sentadilla_clasica
4,497.0,sentadilla_clasica
5,486.0,sentadilla_clasica
6,478.0,sentadilla_clasica
7,447.0,sentadilla_clasica
8,411.0,sentadilla_clasica
9,452.0,sentadilla_clasica
10,552.0,sentadilla_clasica
11,613.0,sentadilla_clasica
12,595.0,sentadilla_clasica
13,574.0,sentadilla_clasica
14,480.0,sentadilla_clasica
15,463.0,sentadilla_clasica
0,442.0,sentadilla_clasica
1,474.0,sentadilla_clasica
2,453.0,sentadilla_clasica
3,431.0,sentadilla_clasica
4,472.0,sentadilla_clasica
5,472.0,sentadilla_clasica
6,486.0,sentadilla_clasica
7,543.0,sentadilla_clasica
8,550.0,sentadilla_clasica
9,564.0,sentadilla_clasica
10,591.0,sentadilla_clasica
11,574.0,sentadilla_clasica
12,547.0,sentadilla_clasica
13,542.0,sentadilla_clasica
14,505.0,sentadilla_clasica
15,489.0,sentadilla_clasica
0,496.0,sentadilla_clasica
1,480.0,sentadilla_clasica
2,496.0,sentadilla_clasica
3,513.0,sentadilla_clasica
4,504.0,sentadilla_clasica
5,540.0,sentadilla_clasica
6,546.0,sentadilla_clasica
7,554.0,sentadilla_clasica
8,553.0,sentadilla_clasica
9,512.0,sentadilla_clasica
10,505.0,sentadilla_clasica
11,514.0,sentadilla_clasica
12,518.0,sentadilla_clasica
13,497.0,sentadilla_clasica
14,489.0,sentadilla_clasica
15,501.0,sentadilla_clasica
0,481.0,sentadilla_clasica
1,480.0,sentadilla_clasica
2,508.0,sentadilla_clasica
3,525.0,sentadilla_clasica
4,535.0,sentadilla_clasica
5,535.0,sentadilla_clasica
6,536.0,sentadilla_clasica
7,533.0,sentadilla_clasica
8,538.0,sentadilla_clasica
9,545.0,sentadilla_clasica
10,544.0,sentadilla_clasica
11,533.0,sentadilla_clasica
12,528.0,sentadilla_clasica
13,517.0,sentadilla_clasica
14,508.0,sentadilla_clasica
15,506.0,sentadilla_clasica
0,508.0,sentadilla_clasica
1,491.0,sentadilla_clasica
2,487.0,sentadilla_clasica
3,524.0,sentadilla_clasica
4,527.0,sentadilla_clasica
5,516.0,sentadilla_clasica
6,522.0,sentadilla_clasica
7,550.0,sentadilla_clasica
8,572.0,sentadilla_clasica
9,563.0,sentadilla_clasica
10,523.0,sentadilla_clasica
11,491.0,sentadilla_clasica
12,480.0,sentadilla_clasica
13,485.0,sentadilla_clasica
14,457.0,sentadilla_clasica
15,431.0,sentadilla_clasica
0,484.0,sentadilla_clasica
1,544.0,sentadilla_clasica
2,493.0,sentadilla_clasica
3,476.0,sentadilla_clasica
4,518.0,sentadilla_clasica
5,525.0,sentadilla_clasica
6,531.0,sentadilla_clasica
7,545.0,sentadilla_clasica
8,508.0,sentadilla_clasica
9,431.0,sentadilla_clasica
10,525.0,sentadilla_clasica
11,565.0,sentadilla_clasica
12,603.0,sentadilla_clasica
13,609.0,sentadilla_clasica
14,561.0,sentadilla_clasica
15,517.0,sentadilla_clasica
0,489.0,sentadilla_clasica
1,483.0,sentadilla_clasica
2,455.0,sentadilla_clasica
3,435.0,sentadilla_clasica
4,446.0,sentadilla_clasica
5,467.0,sentadilla_clasica
6,491.0,sentadilla_clasica
7,518.0,sentadilla_clasica
8,519.0,sentadilla_clasica
9,568.0,sentadilla_clasica
10,587.0,sentadilla_clasica
11,546.0,sentadilla_clasica
12,516.0,sentadilla_clasica
13,501.0,sentadilla_clasica
14,517.0,sentadilla_clasica
15,531.0,sentadilla_clasica
0,534.0,sentadilla_clasica
1,528.0,sentadilla_clasica
2,513.0,sentadilla_clasica
3,513.0,sentadilla_clasica
4,531.0,sentadilla_clasica
5,530.0,sentadilla_clasica
6,519.0,sentadilla_clasica
7,513.0,sentadilla_clasica
8,539.0,sentadilla_clasica
9,552.0,sentadilla_clasica
10,548.0,sentadilla_clasica
11,519.0,sentadilla_clasica
12,468.0,sentadilla_clasica
13,447.0,sentadilla_clasica
14,466.0,sentadilla_clasica
15,469.0,sentadilla_clasica
0,442.0,sentadilla_clasica
1,432.0,sentadilla_clasica
2,508.0,sentadilla_clasica
3,579.0,sentadilla_clasica
4,597.0,sentadilla_clasica
5,576.0,sentadilla_clasica
6,557.0,sentadilla_clasica
7,545.0,sentadilla_clasica
8,539.0,sentadilla_clasica
9,494.0,sentadilla_clasica
10,447.0,sentadilla_clasica
11,430.0,sentadilla_clasica
12,479.0,sentadilla_clasica
13,496.0,sentadilla_clasica
14,489.0,sentadilla_clasica
15,496.0,sentadilla_clasica
0,524.0,sentadilla_clasica
1,528.0,sentadilla_clasica
2,537.0,sentadilla_clasica
3,538.0,sentadilla_clasica
4,528.0,sentadilla_clasica
5,537.0,sentadilla_clasica
6,550.0,sentadilla_clasica
7,558.0,sentadilla_clasica
8,551.0,sentadilla_clasica
9,550.0,sentadilla_clasica
10,538.0,sentadilla_clasica
11,506.0,sentadilla_clasica
12,473.0,sentadilla_clasica
13,478.0,sentadilla_clasica
14,503.0,sentadilla_clasica
15,513.0,sentadilla_clasica
0,496.0,sentadilla_clasica
1,477.0,sentadilla_clasica
2,498.0,sentadilla_clasica
3,518.0,sentadilla_clasica
4,511.0,sentadilla_clasica
5,478.0,sentadilla_clasica
6,477.0,sentadilla_clasica
7,526.0,sentadilla_clasica
8,581.0,sentadilla_clasica
9,579.0,sentadilla_clasica
10,479.0,sentadilla_clasica
11,478.0,sentadilla_clasica
12,529.0,sentadilla_clasica
13,522.0,sentadilla_clasica
14,524.0,sentadilla_clasica
15,516.0,sentadilla_clasica
0,506.0,sentadilla_clasica
1,519.0,sentadilla_clasica
2,525.0,sentadilla_clasica
3,519.0,sentadilla_clasica
4,510.0,sentadilla_clasica
5,514.0,sentadilla_clasica
6,515.0,sentadilla_clasica
7,519.0,sentadilla_clasica
8,526.0,sentadilla_clasica
9,520.0,sentadilla_clasica
10,515.0,sentadilla_clasica
11,529.0,sentadilla_clasica
12,574.0,sentadilla_clasica
13,592.0,sentadilla_clasica
14,594.0,sentadilla_clasica
15,561.0,sentadilla_clasica
0,491.0,sentadilla_clasica
1,446.0,sentadilla_clasica
2,492.0,sentadilla_clasica
3,465.0,sentadilla_clasica
4,416.0,sentadilla_clasica
5,408.0,sentadilla_clasica
6,387.0,sentadilla_clasica
7,443.0,sentadilla_clasica
8,514.0,sentadilla_clasica
9,539.0,sentadilla_clasica
10,515.0,sentadilla_clasica
11,503.0,sentadilla_clasica
12,525.0,sentadilla_clasica
13,549.0,sentadilla_clasica
14,553.0,sentadilla_clasica
15,558.0,sentadilla_clasica
0,561.0,sentadilla_clasica
1,585.0,sentadilla_clasica
2,593.0,sentadilla_clasica
3,556.0,sentadilla_clasica
4,531.0,sentadilla_clasica
5,506.0,sentadilla_clasica
6,494.0,sentadilla_clasica
7,494.0,sentadilla_clasica
8,504.0,sentadilla_clasica
9,495.0,sentadilla_clasica
10,489.0,sentadilla_clasica
11,492.0,sentadilla_clasica
12,501.0,sentadilla_clasica
13,500.0,sentadilla_clasica
14,492.0,sentadilla_clasica
15,464.0,sentadilla_clasica
0,473.0,sentadilla_clasica
1,507.0,sentadilla_clasica
2,518.0,sentadilla_clasica
3,515.0,sentadilla_clasica
4,515.0,sentadilla_clasica
5,534.0,sentadilla_clasica
6,538.0,sentadilla_clasica
7,544.0,sentadilla_clasica
8,543.0,sentadilla_clasica
9,530.0,sentadilla_clasica
10,524.0,sentadilla_clasica
11,529.0,sentadilla_clasica
12,525.0,sentadilla_clasica
13,520.0,sentadilla_clasica
14,534.0,sentadilla_clasica
15,535.0,sentadilla_clasica
0,522.0,sentadilla_clasica
1,506.0,sentadilla_clasica
2,505.0,sentadilla_clasica
3,498.0,sentadilla_clasica
